file	entry	name	rarity	tier	source	flags	decision	proposed_value	proposed_source	notes
trait	624	Fairy Lungs	4.6	Elite	Generic					
trait	625	Hard Heart	2.1	Uncommon	Generic					
trait	626	Spine of Steel	1.8	Common	Generic					
trait	627	Super High Capacity	6.0	Legendary	Generic					
trait	628	Thermal Adaptor	2.6	Uncommon	Generic					
trait	629	Eye of the Tiger	3.6	Rare	Generic					
trait	630	Castle Doctrine	3.2	Rare	Generic					
trait	631	Six Eyes	7.0	Mythical	Jujutsu Kaisen					
trait	632	Garlic Infused Blood	0.2	Trash	Generic					
familiar	1	ORT	9.8	Transcendent	Fate	REF				
familiar	2	Blair	4.3	Elite	Soul Eater					
familiar	3	Overgrown Rover	6.7	Legendary	One Punch Man					
familiar	4	Black Sperm	5.6	Epic	One Punch Man					
familiar	5	A rat	0.1	Trash	Generic					
familiar	6	Trash Eater	1.0	Common	Generic					
familiar	7	Samson	3.4	Rare	Skullgirls					
familiar	8	Parasite Leviathan	4.0	Elite	Skullgirls					
familiar	9	Death Claws	1.8	Common	Fallout					
familiar	10	Fafnir - Fate	6.8	Legendary	Fate					
familiar	11	Moonless	1.7	Common	Fear and Hunger					
familiar	12	A big rat	0.3	Trash	Generic					
familiar	13	Paisley Park	4.0	Elite	JoJo					
familiar	14	Giffany	2.8	Uncommon	Gravity Falls					
familiar	15	Dimple	5.5	Epic	Mob Psycho					
familiar	16	Observer	2.4	Uncommon	Generic					
familiar	17	Plague Bringer Goliath	6.5	Legendary	Calamity Mod					
familiar	18	Immortal Snail	1.0	Common	Generic					
familiar	19	Manticore	3.2	Rare	Generic					
familiar	20	Praetorian	5.2	Epic	Epic Battle Fantasy					
familiar	21	Dark Eater Midir	4.9	Elite	Dark Souls					
familiar	22	Red Eyes Black Dragon	3.8	Rare	Yugioh					
familiar	23	Blue Eyes White Dragon	4.8	Elite	Yugioh					
familiar	24	Cosmic Monolith	7.1	Mythical	Epic Battle Fantasy					
familiar	25	Slifer the Sky Dragon	6.7	Legendary	Yugioh					
familiar	26	Evil Natural Water	6.6	Legendary	One Punch Man	REF				
familiar	27	Sif	2.8	Uncommon	Dark Souls					
familiar	28	Capra Demons	2.2	Uncommon	Dark Souls					
familiar	29	Taurus Demons	3.1	Rare	Dark Souls					
familiar	30	Sanctuary Guardian	2.6	Uncommon	Dark Souls					
familiar	31	Kalameet	5.0	Epic	Dark Souls					
familiar	32	Charizard	2.5	Uncommon	Pokemon					
familiar	33	Aerodactyl	2.7	Uncommon	Pokemon					
familiar	34	Articuno	4.1	Elite	Pokemon					
familiar	35	Moltres	4.0	Elite	Pokemon					
familiar	36	Zapdos	4.0	Elite	Pokemon					
familiar	37	Thunderbirds	4.5	Elite	Hota					
familiar	38	Wooper	1.0	Common	Pokemon					
familiar	39	Gardevoir	6.0	Legendary	Pokemon					
familiar	40	Kyogre	6.7	Legendary	Pokemon					
familiar	41	Groudon	6.3	Legendary	Pokemon					
familiar	42	Rayquaza	6.7	Legendary	Pokemon					
familiar	43	Garchomp	4.2	Elite	Pokemon					
familiar	44	Zoroark	3.5	Rare	Pokemon					
familiar	45	Haspid	4.1	Elite	Hota					
familiar	46	Griffon	2.4	Uncommon	Hota					
familiar	47	Tohru	7.4	Mythical	Kobayashi					
familiar	48	Quetzalcoatl	7.8	Mythical	Kobayashi					
familiar	49	The Golem Core	3.6	Rare	Generic					
familiar	50	Obsidian Gargoyles	2.1	Uncommon	Hota					
familiar	51	Unicorn	4.2	Elite	Generic					
familiar	52	Leaf	5.0	Epic	Black Souls					
familiar	53	Sacabambaspis	0.1	Trash	Generic					
familiar	54	Dark Magician Girl	4.3	Elite	Yugioh					
familiar	55	Xenomorph	4.0	Elite	Alien	REF				
familiar	56	Sebas Tian	5.5	Epic	Overlord					
familiar	57	Soul Eater	4.6	Elite	Overlord					
familiar	58	Mosquito	4.7	Elite	One Punch Man					
familiar	59	Jubjub	4.2	Elite	Black Souls	REF				
familiar	60	Basilisk	2.8	Uncommon	Hota					
familiar	61	Mimic	2.8	Uncommon	Generic	REF				
familiar	62	Dog	0.1	Trash	Generic					
familiar	63	Cat	0.2	Trash	Generic					
familiar	64	Lion	1.2	Common	Generic					
familiar	65	Tiger	1.3	Common	Generic					
familiar	66	Snow Tiger	1.6	Common	Generic					
familiar	67	Brown Bear	1.0	Common	Generic					
familiar	68	Undead Army	4.2	Elite	Generic					
familiar	69	Cottonmouth	0.6	Trash	Generic					
familiar	70	Goblin	1.2	Common	Generic	REF				
familiar	71	Wyvern	2.3	Uncommon	Generic					
familiar	72	Dire Wolf	1.5	Common	Generic					
familiar	73	Hellhound	2.1	Uncommon	Generic					
familiar	74	Cerberus	3.2	Rare	Helltaker					
familiar	75	Crow	0.8	Trash	Generic					
familiar	76	Ditto	3.8	Rare	Pokemon	REF				
familiar	77	Desert Elemental	3.6	Rare	Calamity Mod					
familiar	78	Storm Elemental	3.3	Rare	Calamity Mod					
familiar	79	Cavern Elemental	3.1	Rare	Calamity Mod					
familiar	80	Brimstone Elemental	4.4	Elite	Calamity Mod					
familiar	81	Anahita	4.1	Elite	Calamity Mod					
familiar	82	Clothes Melting Slime	1.8	Common	Generic	REF				
familiar	83	Shark	0.4	Trash	Generic					
familiar	84	Schrodinger's cat	1.7	Common	Generic					
familiar	85	Aegislash	3.2	Rare	Pokemon					
familiar	86	Poltergeist	2.7	Uncommon	Generic					
familiar	87	Wraith	2.1	Uncommon	Generic					
familiar	88	Lupusregina Beta	4.0	Elite	Overlord					
familiar	89	Solution Epsilon	4.1	Elite	Overlord					
familiar	90	Entoma Zeta	3.2	Rare	Overlord					
familiar	91	Ramiel	5.9	Epic	Evangelion					
familiar	92	Yasaka	7.0	Mythical	DxD					
familiar	93	Pandora's Actor	5.6	Epic	Overlord					
familiar	94	The thing	4.2	Elite	John Carpenter's The Thing					
familiar	95	Black Nomu	5.5	Epic	MHA					
familiar	96	Slime	2.5	Uncommon	Generic					
familiar	97	Divine Dogs	2.3	Uncommon	Jujutsu Kaisen					
familiar	98	Nue	2.8	Uncommon	Jujutsu Kaisen					
familiar	99	Gama	2.0	Uncommon	Jujutsu Kaisen					
familiar	100	Orochi	2.0	Uncommon	Jujutsu Kaisen					
familiar	101	Max Elephant	2.4	Uncommon	Jujutsu Kaisen					
familiar	102	Rabbit Escape	3.7	Rare	Jujutsu Kaisen					
familiar	103	Round Deer	4.7	Elite	Jujutsu Kaisen					
familiar	104	Mahoraga	6.3	Legendary	Jujutsu Kaisen					
familiar	105	Power	5.8	Epic	Chainsaw Man					
familiar	106	Bat Devil	3.7	Rare	Chainsaw Man					
familiar	107	Pochita	6.6	Legendary	Chainsaw Man					
familiar	108	Igris	4.5	Elite	Solo Leveling					
familiar	109	Iron	3.7	Rare	Solo Leveling					
familiar	110	Tusk	4.2	Elite	Solo Leveling					
familiar	111	Bladewolf	5.8	Epic	Metal Gear					
familiar	112	Black Knife Tiche	3.5	Rare	Elden Ring					
familiar	113	Mr. Sir Ceo	2.7	Uncommon	Generic					
familiar	114	Puck	5.0	Epic	Re:Zero					
familiar	115	Beatrice	5.7	Epic	Re:Zero	REF				
familiar	116	Shenron	6.9	Legendary	Dragon Ball	REF				
familiar	117	Medusa Gorgon	4.4	Elite	Soul Eater	REF				
familiar	118	Nyotengu	3.9	Rare	Dead or Alive					
familiar	119	Kon	3.7	Rare	Chainsaw Man					
familiar	120	20% Gun Devil	6.9	Legendary	Chainsaw Man					
familiar	121	Senko	3.2	Rare	Sewayaki Kitsune Senko-san					
familiar	122	Yozora	4.1	Elite	Sewayaki Kitsune Senko-san					
familiar	123	Kurama	7.3	Mythical	Naruto					
familiar	124	Shukaku	6.5	Legendary	Naruto					
familiar	125	Matatabi	6.2	Legendary	Naruto					
familiar	126	Isobu	6.4	Legendary	Naruto					
familiar	127	Son Goku	6.9	Legendary	Naruto					
familiar	128	Ten-Tails	8.0	Divine	Naruto					
familiar	129	Suu	3.5	Rare	Monster Musume					
familiar	130	Sylvia	5.8	Epic	Konosuba					
familiar	131	Alucard	6.0	Legendary	Hellsing					
familiar	132	Seras Victoria	5.1	Epic	Hellsing					
familiar	133	Vlad Dracula	7.2	Mythical	Hellsing					
familiar	134	Nihilego	4.0	Elite	Pokemon	REF				
familiar	135	Buzzwole	3.8	Rare	Pokemon					
familiar	136	Darkrai	5.2	Epic	Pokemon	REF				
familiar	137	Shuten Douji	5.8	Epic	Fate					
familiar	138	Ibaraki Douji	4.8	Elite	Fate					
familiar	139	Tamamo no Mae	5.5	Epic	Fate					
familiar	140	Streetcleaners	2.8	Uncommon	Ultrakill					
familiar	141	Guttermen & Guttertank	3.7	Rare	Ultrakill					
familiar	142	Ultron	6.1	Legendary	Age of Ultron					
familiar	143	Tali	3.1	Rare	Mass Effect					
familiar	144	Crow of Judgement	0.4	Trash	Generic					
familiar	145	Lil' Leviathan	3.7	Rare	Worm					
familiar	146	Lil' Behemoth	4.5	Elite	Worm					
familiar	147	Lil' Simurgh	4.8	Elite	Worm					
familiar	148	Tai Lung	3.9	Rare	Kung Fu Panda					
familiar	149	Hawkeye Gough	3.1	Rare	Dark Souls					
familiar	150	Muffet	3.7	Rare	Undertale					
familiar	151	King Nothing	2.5	Uncommon	JoJo					
familiar	152	Spider Demon Mother	3.8	Rare	Demon Slayer					
familiar	153	Muzan	5.9	Epic	Demon Slayer					
familiar	154	Mukago	3.6	Rare	Demon Slayer					
familiar	155	Daki	4.0	Elite	Demon Slayer	REF				
familiar	156	Nakime	5.1	Epic	Demon Slayer					
familiar	157	Kokushibo	4.6	Elite	Demon Slayer					
familiar	158	Douma	4.2	Elite	Demon Slayer					
familiar	159	Tionishia	2.6	Uncommon	Monster Musume					
familiar	160	Rachnera Arachnera	2.9	Uncommon	Monster Musume					
familiar	161	Doppel	2.9	Uncommon	Monster Musume					
familiar	162	Spelunker Fairy	3.8	Rare	Generic					
familiar	163	Dio Brando	4.2	Elite	JoJo					
familiar	164	DIO	5.4	Epic	JoJo					
familiar	165	The Pillar Men	5.2	Epic	JoJo					
familiar	166	Kars	4.9	Elite	JoJo					
familiar	167	Esidisi	4.2	Elite	JoJo					
familiar	168	Whamuu	4.4	Elite	JoJo					
familiar	169	Ultimate Kars	5.8	Epic	JoJo					
familiar	170	Master Hewg	4.5	Elite	Elden Ring					
familiar	171	Parthunaax	4.7	Elite	Skyrim					
familiar	172	Durnhevir	4.1	Elite	Skyrim					
familiar	173	Neferpitou	5.7	Epic	Hunter x Hunter	REF				
familiar	174	Nemesis	3.7	Rare	Resident Evil					
familiar	175	Grimm Wyvern	5.0	Epic	RWBY					
familiar	176	Alcina Dimitrescu	4.2	Elite	Resident Evil					
familiar	177	Lust	3.0	Rare	Fullmetal Alchemist					
familiar	178	Darkbeast Paarl	2.4	Uncommon	Bloodborne					
familiar	179	Kirin	4.1	Elite	Monster Hunter					
familiar	180	Valstrax	5.7	Epic	Monster Hunter					
familiar	181	Mimikyu	3.0	Rare	Pokemon	REF				
familiar	182	Wooloo	1.5	Common	Pokemon					
familiar	183	Cazador	3.0	Rare	Fallout New Vegas					
familiar	184	Nick Valentine	2.5	Uncommon	Fallout 4					
familiar	185	Potato GLaDOS	2.3	Uncommon	Portal					
familiar	186	Yes Man	1.8	Common	Fallout New Vegas	REF				
familiar	187	CZ2128 Delta	3.8	Rare	Overlord					
familiar	188	Narberal Gamma	4.1	Elite	Overlord					
familiar	189	Yuri Alpha	3.9	Rare	Overlord					
familiar	190	Carla	4.5	Elite	Fairy Tail					
familiar	191	Daisy	0.2	Trash	Doom					
familiar	192	Dogmeat	1.7	Common	Fallout					
familiar	193	Liberty Prime	5.6	Epic	Fallout	REF				
familiar	194	Toaster	2.7	Uncommon	Fallout: Old World Blues					
familiar	195	Taurus	2.8	Uncommon	Fairy Tail					
familiar	196	Aquarius	3.8	Rare	Fairy Tail					
familiar	197	Cancer	2.7	Uncommon	Fairy Tail					
familiar	198	Virgo	3.5	Rare	Fairy Tail					
familiar	199	Aries	3.0	Rare	Fairy Tail					
familiar	200	Libra	3.4	Rare	Fairy Tail					
familiar	201	Stray Cat	2.0	Uncommon	JoJo					
familiar	202	Ship	4.8	Elite	Ben 10					
familiar	203	Zs Skayr	6.7	Legendary	Ben 10	REF				
familiar	204	Vulpimancer	3.5	Rare	Ben 10					
familiar	205	Null Guardians	4.0	Elite	Ben 10					
familiar	206	Herbie	1.2	Common	The Love Bug					
familiar	207	Iron Golem	2.8	Uncommon	Hota					
familiar	208	Diamond Golem	4.1	Elite	Hota					
familiar	209	Regirock	4.6	Elite	Pokemon					
familiar	210	Regice	4.9	Elite	Pokemon					
familiar	211	Registeel	4.3	Elite	Pokemon					
familiar	212	Regigigas	7.2	Mythical	Pokemon					
familiar	213	Jigglypuff	2.8	Uncommon	Pokemon					
familiar	214	Rajang	4.6	Elite	Monster Hunter					
familiar	215	Skeleton Band	1.6	Common	Generic	REF				
familiar	216	Bad Company	3.4	Rare	JoJo					
familiar	217	Harvest	3.7	Rare	JoJo					
familiar	218	Petshop	4.0	Elite	JoJo					
familiar	219	Anubis	4.7	Elite	JoJo	REF				
familiar	220	Monstra	6.6	Legendary	RWBY	REF				
familiar	221	Mizutsune	3.5	Rare	Monster Hunter					
familiar	222	Shalltear Bloodfallen	6.8	Legendary	Overlord					
familiar	223	Albedo	5.7	Epic	Overlord					
familiar	224	Cure Elim Los Malvar	7.3	Mythical	Overlord					
familiar	225	Kenjaku	6.0	Legendary	Jujutsu Kaisen					
familiar	226	Mahito	6.9	Legendary	Jujutsu Kaisen	REF				
familiar	227	Hanami	5.7	Epic	Jujutsu Kaisen					
familiar	228	Jogo	5.9	Epic	Jujutsu Kaisen					
familiar	229	Dagon	5.5	Epic	Jujutsu Kaisen					
familiar	230	Nrvnqsr Chaos	7.6	Mythical	Tsukihime					
familiar	231	Pepsi Man	0.9	Trash	Pepsi					
familiar	232	Nashrah	4.7	Elite	Fear and Hunger					
familiar	233	Endbringer Leviathan	6.1	Legendary	Worm					
familiar	234	Endbringer Simurgh	7.0	Mythical	Worm					
familiar	235	Endbringer Behemoth	6.7	Legendary	Worm					
familiar	236	Dragon	5.9	Epic	Worm					
familiar	237	Light and Nightfury	2.6	Uncommon	How to Train Your Dragon					
familiar	238	Blue Diamond	5.6	Epic	Steven Universe					
familiar	239	Lapis Lazuli	5.4	Epic	Steven Universe					
familiar	240	Tiamat	9.1	Transcendent	Fate					
familiar	241	Goetia	9.5	Transcendent	Fate					
familiar	242	Kirby	9.6	Transcendent	Kirby	REF				
familiar	243	Chicken	1.5	Common	Minecraft					
familiar	244	Golden Goose	1.6	Common	Generic					
familiar	245	Untitled Goose	2.0	Uncommon	Untitled Goose Game					
familiar	246	Peridot	5.6	Epic	Steven Universe					
familiar	247	Sapphire	4.8	Elite	Steven Universe					
familiar	248	Pearl	4.0	Elite	Steven Universe					
familiar	249	Eliza & Sekhmet	4.6	Elite	Skullgirls					
familiar	250	Koro Sensei	6.8	Legendary	Assassination Classroom					
familiar	251	Dreadon	8.9	Divine	Calamity Mod					
familiar	252	S-Snake	6.8	Legendary	One Piece					
familiar	253	Meruem	7.8	Mythical	Hunter x Hunter					
familiar	254	Godzilla	6.2	Legendary	Monsterverse					
familiar	255	Ghidorah	6.9	Legendary	Monsterverse					
familiar	256	Mothra	6.1	Legendary	Monsterverse					
familiar	257	Shimo	7.0	Mythical	Monsterverse					
familiar	258	Parasite	3.5	Rare	Parasyte the Maxim					
familiar	259	Excalibur	6.7	Legendary	Soul Eater					
familiar	260	Chauffeur	1.3	Common	Generic					
familiar	261	Goons	2.5	Uncommon	Generic					
familiar	262	Ddraig Y Goch	8.6	Divine	Highschool DxD					
familiar	263	Albion	8.5	Divine	Highschool DxD					
familiar	264	Mewtwo	7.0	Mythical	Pokemon					
familiar	265	Remy	1.2	Common	Ratatouille					
familiar	266	Dialga	8.9	Divine	Pokemon					
familiar	267	Palkia	8.8	Divine	Pokemon					
familiar	268	Giratina	8.7	Divine	Pokemon					
familiar	269	Khorne	7.6	Mythical	Warhammer 40k					
familiar	270	Slaanesh	7.5	Mythical	Warhammer 40k					
familiar	271	Tzeentch	7.7	Mythical	Warhammer 40k					
familiar	272	Nurgle	7.4	Mythical	Warhammer 40k					
familiar	273	Puar	3.1	Rare	Dragon Ball					
familiar	274	Acnologia	8.8	Divine	Fairy Tail					
familiar	275	THWOMP	1.6	Common	Mario					
familiar	276	Kaguya Otsutsuki	9.0	Transcendent	Naruto					
familiar	277	Renamon	2.8	Uncommon	Digimon					
familiar	278	Taomon	3.9	Rare	Digimon					
familiar	279	Skullgreymon	3.7	Rare	Digimon					
familiar	280	Golem Worker	2.3	Uncommon	Generic					
familiar	281	Lilithmon	4.6	Elite	Digimon					
familiar	282	Shademon	2.6	Uncommon	Digimon					
familiar	283	Eyesmon	4.7	Elite	Digimon					
familiar	284	Hydramon	4.2	Elite	Digimon					
familiar	285	Angewomon	4.4	Elite	Digimon					
familiar	286	Ladydevimon	4.4	Elite	Digimon					
familiar	287	Ariemon	4.8	Elite	Digimon					
familiar	288	Lamiamon	3.9	Rare	Digimon					
familiar	289	Medusamon	4.0	Elite	Digimon					
familiar	290	The Lich	7.8	Mythical	Adventure Time					
familiar	291	Lil' Khorne	5.1	Epic	Warhammer 40k					
familiar	292	Lil' Slaanesh	5.2	Epic	Warhammer 40k					
familiar	293	Lil' Tzeentch	5.7	Epic	Warhammer 40k					
familiar	294	Lil' Nurgle	5.0	Epic	Warhammer 40k					
familiar	295	Scion	9.5	Transcendent	Worm					
familiar	296	Grand Guignol	9.6	Transcendent	Black Souls					
familiar	297	Majin Buu	9.7	Transcendent	Dragon Ball					
familiar	298	Anti Spiral	9.9	Transcendent	Gurren Lagann					
familiar	299	Obelisk the Tormentor	6.5	Legendary	Yugioh					
familiar	300	Winged Dragon of Ra	7.0	Mythical	Yugioh					
familiar	301	Dusknoir	3.8	Rare	Pokemon					
familiar	302	Lucario	3.4	Rare	Pokemon					
familiar	303	Yveltal	7.7	Mythical	Pokemon					
familiar	304	Xerneas	7.6	Mythical	Pokemon					
familiar	305	Alcremie	1.9	Common	Pokemon					
familiar	306	Hoopa	7.2	Mythical	Pokemon					
familiar	307	Frost Legion	3.6	Rare	Terraria					
familiar	308	Salt Golem	0.1	Trash	Generic					
familiar	309	D'vorah	2.9	Uncommon	Mortal Kombat					
familiar	310	Triborg	3.8	Rare	Mortal Kombat					
familiar	311	Azmuth	9.2	Transcendent	Ben 10					
familiar	312	Mipha	4.1	Elite	Legend of Zelda					
familiar	313	Factory Core	4.7	Elite	Generic					
familiar	314	Mech Core	6.5	Legendary	Generic					
familiar	315	Connor	1.8	Common	Detroit Become Human					
familiar	316	HK 47	3.1	Rare	Star Wars					
familiar	317	Magnaguard	2.9	Uncommon	Star Wars					
familiar	318	B-1 Battle Droid	1.0	Common	Star Wars					
familiar	319	B-2 Battle Droids	1.8	Common	Star Wars					
familiar	320	KX Executor Droids	3.0	Rare	Star Wars					
familiar	321	IG-88	3.4	Rare	Star Wars					
familiar	322	2-1B surgical droid	2.6	Uncommon	Star Wars					
familiar	323	Imp Midna	3.6	Rare	Legend of Zelda					
familiar	324	Midna	5.3	Epic	Legend of Zelda					
familiar	325	Seth	6.3	Legendary	Street Fighter					
familiar	326	Horus	4.6	Elite	JoJo					
familiar	327	The Fool	3.9	Rare	JoJo					
familiar	328	Cream	6.4	Legendary	JoJo					
familiar	329	Hanged Man	4.8	Elite	JoJo					
familiar	330	High Priestess	3.7	Rare	JoJo					
familiar	331	Radiance	5.0	Epic	Hollow Knight					
familiar	332	The Knight	3.5	Rare	Hollow Knight					
familiar	333	Tentacle Cleaner	1.3	Common	Generic					
familiar	334	Troupe Master Grimm	4.5	Elite	Hollow Knight					
familiar	335	Tinker Bell	1.4	Common	Peter Pan					
familiar	336	V1	5.8	Epic	Ultrakill					
familiar	337	Isabelle	1.3	Common	Animal Crossing					
familiar	338	Lucifer the CEO of Hell	4.3	Elite	Helltaker					
familiar	339	Radioactive Spider	5.5	Epic	Spider-Man	REF				
familiar	340	Big Gete Star	9.4	Transcendent	Dragon Ball					
familiar	341	Ridley	5.1	Epic	Metroid					
familiar	342	Venom	5.9	Epic	Sony Venom Movies					
familiar	343	Black Sabbath	3.5	Rare	JoJo					
familiar	344	Silver Chariot	4.7	Elite	JoJo					
familiar	345	Mineral Weaver	3.8	Rare	Generic					
familiar	346	Hornet	3.5	Rare	Hollow Knight					
familiar	347	Grand Mother Silk	5.4	Epic	Silksong					
familiar	348	Death Angels	2.6	Uncommon	A Quiet Place					
familiar	349	Architect	2.6	Uncommon	Generic					
familiar	350	EVE	1.3	Common	Wall-E					
familiar	351	Bell Gargoyles	2.7	Uncommon	Dark Souls					
familiar	352	Black Knights	3.3	Rare	Dark Souls					
familiar	353	Ravenous Crystal Lizard	3.0	Rare	Dark Souls					
familiar	354	Terraformar	4.3	Elite	Terraformars					
familiar	355	Made in Heaven	8.1	Divine	JoJo					
familiar	356	Goddess Amaterasu	8.4	Divine	Fate					
familiar	357	Dwarf in the Flask	5.9	Epic	Fullmetal Alchemist					
familiar	358	Vlov Arkangel	6.5	Legendary	Tsukihime					
familiar	359	Full-Grown Fallingstar Beast	4.2	Elite	Elden Ring					
familiar	360	Hound of Tindalos	6.9	Legendary	Cthulhu Mythos					
familiar	361	Gugulanna	8.3	Divine	Fate					
familiar	362	Brethren Moon	8.6	Divine	Dead Space					
familiar	363	Golem Keter Malkuth	6.4	Legendary	Fate					
familiar	364	Zeus Homie	6.1	Legendary	One Piece					
familiar	365	Prometheus Homie	6.0	Legendary	One Piece					
familiar	366	Terraprisma	4.8	Elite	Terraria					
familiar	367	Gathering Swarm	2.1	Uncommon	Hollow Knight					
familiar	368	Toriel	4.2	Elite	Undertale					
familiar	369	Undyne	3.9	Rare	Undertale					
familiar	370	Junimo	1.8	Common	Stardew Valley					
familiar	371	Evil and Intimidating Horse	0.9	Trash	Generic					
familiar	372	Penny Polendina	4.3	Elite	RWBY					
familiar	373	Beowolf Pack	2.2	Uncommon	RWBY					
familiar	374	Centorea Shianus	2.5	Uncommon	Monster Musume					
familiar	375	Yellow Chocobo	1.0	Common	Final Fantasy					
familiar	376	Holy Cow	1.5	Common	Generic					
familiar	377	Cathyl	1.7	Common	Monster Musume					
familiar	378	Dragonslayer Armor	3.0	Rare	Dark Souls					
familiar	379	The Doll	1.1	Common	Bloodborne					
familiar	380	Lady of Ariandel	4.4	Elite	Dark Souls					
familiar	381	Royal Sentinels	2.4	Uncommon	Dark Souls					
familiar	382	Miriel the Pastor of Vows	1.9	Common	Elden Ring					
familiar	383	Bucky	1.9	Common	Chainsaw Man					
familiar	384	Earthmover	6.4	Legendary	Ultrakill					
familiar	385	Flesh Leviathan	4.6	Elite	Ultrakill					
familiar	386	Swordsmachine	2.7	Uncommon	Ultrakill					
familiar	387	Mindflayer	3.1	Rare	Ultrakill					
familiar	388	Geryon the Watcher of the Skies	5.0	Epic	Generic					
familiar	389	Hell	9.2	Transcendent	Ultrakill					
familiar	390	Puss	2.0	Uncommon	Puss in Boots					
familiar	391	Noah's Menagerie	4.5	Elite	Generic					
familiar	392	Gore Magala	4.5	Elite	Monster Hunter					
familiar	393	Shagaru Magala	5.8	Epic	Monster Hunter					
familiar	394	Nick O' Teen	1.0	Common	DC	REF				
familiar	395	The Fallen Aces	3.2	Rare	Fallen Aces					
familiar	396	Rodent of Usual Size	0.1	Trash	Generic					
familiar	397	Rodent of Unusual Size	0.5	Trash	Princess Bride					
familiar	398	Cancerous Rodent	1.5	Common	Ultrakill					
familiar	399	Mythra and Pyra	6.3	Legendary	Xenoblade					
familiar	400	Aegaeon	5.6	Epic	Xenoblade					
familiar	401	Brighid	5.7	Epic	Xenoblade					
familiar	402	Dromarch	4.9	Elite	Xenoblade					
familiar	403	Perdido	5.0	Epic	Xenoblade					
familiar	404	Zenobia	4.8	Elite	Xenoblade					
familiar	405	Nia	6.1	Legendary	Xenoblade					
familiar	406	Nosferatu Zod	3.0	Rare	Berserk					
familiar	407	Mizune Family	3.8	Rare	Soul Eater					
familiar	408	Eruka Frog	3.9	Rare	Soul Eater					
familiar	409	Chaomorph	4.3	Elite	Generic					
familiar	410	Greater Chaomorph	6.6	Legendary	Generic					
familiar	411	Faceless One	8.3	Divine	Generic					
familiar	412	Investigator	2.6	Uncommon	Generic					
familiar	413	Investinggator	1.5	Common	Generic					
familiar	414	Instiggator	1.7	Common	Generic					
familiar	415	Interroggator	1.3	Common	Generic					
familiar	416	Litiggator	1.2	Common	Generic					
familiar	417	Naviggator	1.4	Common	Generic					
familiar	418	Carpenter Ants	1.6	Common	Generic					
familiar	419	Hubert Jura Hound	0.5	Trash	Generic					
familiar	420	Four Dark Devas of Destruction	0.7	Trash	Danganronpa					
familiar	421	Patrasche	1.4	Common	Re:Zero					
familiar	422	Gacha Man	3.3	Rare	Generic	REF				
familiar	423	Piercing Ox	3.5	Rare	Jujutsu Kaisen					
familiar	424	Tiger Funeral	5.4	Epic	Jujutsu Kaisen					
familiar	425	Beldia	4.8	Elite	Konosuba					
familiar	426	Hans	5.1	Epic	Konosuba					
familiar	427	Echidna	0.2	Trash	Generic					
familiar	428	Krombopulous Michael	3.2	Rare	Rick and Morty					
familiar	429	Merged Beast Agito	5.0	Epic	Jujutsu Kaisen					
familiar	430	Vernum Carnis	4.6	Elite	Vita Carnis					
familiar	431	Raccoon	0.4	Trash	Generic					
familiar	432	A Tanuki	0.5	Trash	Generic					
familiar	433	Arvak	1.4	Common	Skyrim					
familiar	434	Appa	2.5	Uncommon	Avatar					
familiar	435	Hamsuke	3.5	Rare	Overlord					
familiar	436	Militech Chimera	3.5	Rare	Cyberpunk					
familiar	437	Butter Passing Robot	0.6	Trash	Rick and Morty					
familiar	438	Magnamalo	3.7	Rare	Monster Hunter					
familiar	439	Lunagaron	4.0	Elite	Monster Hunter					
familiar	440	Shogun Ceanataur	4.2	Elite	Monster Hunter					
familiar	441	Zinogore	3.1	Rare	Monster Hunter					
familiar	442	Voljang	4.3	Elite	Monster Hunter					
familiar	443	Nakarkos	5.2	Epic	Monster Hunter					
familiar	444	Amatsu	5.6	Epic	Monster Hunter					
familiar	445	Garangolm	4.9	Elite	Monster Hunter					
familiar	446	Velkhana	5.3	Epic	Monster Hunter					
familiar	447	Elderfrost Gammoth	3.3	Rare	Monster Hunter					
familiar	448	Goss Harag	2.6	Uncommon	Monster Hunter					
familiar	449	Malzeno	6.0	Legendary	Monster Hunter					
familiar	450	Ruiner Nergigante	5.5	Epic	Monster Hunter					
familiar	451	Qurio Swarm	4.6	Elite	Monster Hunter					
familiar	452	Canyne Pack	2.9	Uncommon	Monster Hunter					
familiar	453	Fatalis Trio	6.5	Legendary	Monster Hunter					
familiar	454	Lil' Entity	7.5	Mythical	Worm					
familiar	455	Common Blade Core	2.8	Uncommon	Xenoblade					
familiar	456	Rare Blade Core	4.5	Elite	Xenoblade					
familiar	457	Investiggator	2.6	Uncommon	Generic					
familiar	458	Coco Jumbo	1.7	Common	JoJo					
familiar	459	Hollow Army	2.5	Uncommon	Dark Souls					
familiar	460	Lopunny	2.3	Uncommon	Pokemon					
item	1	Gae Bolg	5.3	Epic	Fate					
item	2	Excalibur the Sword of Promised Victory	7.0	Mythical	Fate					
item	3	Laevatein	7.8	Mythical	Fate					
item	4	Deep Sea Knight Anchor	4.8	Elite	Black Souls					
item	5	Vorpal Blade	4.0	Elite	Black Souls					
item	6	Demon Catalyst	4.8	Elite	Black Souls					
item	7	Astral Injection	3.5	Rare	Calamity Mod					
item	8	Yharim Stimulants	4.1	Elite	Calamity Mod					
item	9	Ring of Invisibility	2.0	Uncommon	Generic					
item	10	Master Key	5.2	Epic	Generic	REF				
